xpath,module,type,enum,kind,description,default,platforms
 2 python-policy,^,,,c,,,B
 2 servers,^,,,c,,,B
 3 access-algorithm,^,,,c,,,B
 3 buffering,^,,,c,,,B
 4 acct-interim,^,,,c,,,B
 4 acct-start,^,,,c,,,B
 4 acct-stop,^,,,c,,,B
 3 disable-stickiness,^,,,c,,,B
 3 health-check,^,,,c,,,B
 4 down-timeout,^,,,c,,,B
 4 test-account,^,,,c,,,B
 5 interval,^,,,c,,,B
 5 password,^,,,c,,,B
 5 shutdown,^,,,c,,,B
 5 user-name,^,,,c,,,B
 3 hold-down-time,^,,,c,,,B
 3 ipv6-source-address,^,,,c,,,B
 3 retry,^,,,c,,,B
 3 router,^,,,c,,,B
 3 server,^,,,c,,,B
 3 source-address,^,,,c,,,B
 3 timeout,^,,,c,,,B
  route-downloader,^,,,c,,,B
 2 base-user-name,^,,,c,,,B
 2 default-metric,^,,,c,,,B
 2 default-tag,^,,,c,,,B
 2 description,^,,,c,,,B
 2 download-interval,^,,,c,,,B
 2 max-routes,^,,,c,,,B
 2 password,^,,,c,,,B
 2 radius-server-policy,^,,,c,,,B
 2 retry-interval,^,,,c,,,B
 2 shutdown,^,,,c,,,B
  wpp,^,,,c,,,B
 2 portal-groups,^,,,c,,,B
 3 portal-group,^,,,c,,,B
 4 description,^,,,c,,,B
 4 portal,^,,,c,,,B
 4 shutdown,^,,,c,,,B
 2 system-name,^,,,c,,,B
 anysec,^,,,c,,,T
  mka-over-ip,^,,,c,,,T
 2 mka-udp-port,^,,,c,,,T
  reserved-label-block,^,,,c,,,T
  tunnel-encryption,^,,,c,,,T
 2 encryption-group,^,,,c,,,T
 3 ca-name,^,,,c,,,T
 3 encryption-label,^,,,c,,,T
 3 peer,^,,,c,,,T
 4 shutdown,^,,,c,,,T
 3 peer-tunnel-attributes,^,,,c,,,T
 4 flex-algo-id,^,,,c,,,T
 4 igp-instance-id,^,,,c,,,T
 4 protocol,^,,,c,,,T
 3 security-termination-policy,^,,,c,,,T
 3 shutdown,^,,,c,,,T
 2 security-termination-policy,^,,,c,,,T
 3 flex-algo-id,^,,,c,,,T
 3 igp-instance-id,^,,,c,,,T
 3 local-address,^,,,c,,,T
 3 protocol,^,,,c,,,T
 3 rx-must-be-encrypted,^,,,c,,,T
 3 shutdown,^,,,c,,,T
 application-assurance,^,,,c,,,D
  aarp,^,,,c,,,D
 2 description,^,,,c,,,D
 2 master-selection-mode,^,,,c,,,D
 2 peer,^,,,c,,,D
 2 peer-endpoint,^,,,c,,,D
 2 priority,^,,,c,,,D
 2 shutdown,^,,,c,,,D
  bit-rate-high-wmark,^,,,c,,,D
  bit-rate-low-wmark,^,,,c,,,D
  cflowd,^,,,c,,,D
 2 field,^,,,c,,,D
  datapath-cpu-high-wmark,^,,,c,,,D
  datapath-cpu-low-wmark,^,,,c,,,D
  flow-attribute,^,,,c,,,D
 2 attribute,^,,,c,,,D
  flow-setup-high-wmark,^,,,c,,,D
  flow-setup-low-wmark,^,,,c,,,D
  flow-table-high-wmark,^,,,c,,,D
  flow-table-low-wmark,^,,,c,,,D
  group,^,,,c,,,D
 2 aa-sub-congestion-detection,^,,,c,,,D
 3 rtt-threshold,^,,,c,,,D
 3 rtt-threshold-rat,^,,,c,,,D
 3 rtt-threshold-tolerance,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 2 aa-sub-remote,^,,,c,,,D
 2 access-network-location,^,,,c,,,D
 3 source,^,,,c,,,D
 4 rtt-threshold,^,,,c,,,D
 4 rtt-threshold-rat,^,,,c,,,D
 4 rtt-threshold-tolerance,^,,,c,,,D
 2 aqp-initial-lookup,^,,,c,,,D
 2 certificate-profile,^,,,c,,,D
 3 certificate,^,,,c,,,D
 3 description,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 2 cflowd,^,,,c,,,D
 3 collector,^,,,c,,,D
 4 description,^,,,c,,,D
 4 shutdown,^,,,c,,,D
 3 comprehensive,^,,,c,,,D
 4 app-group,^,,,c,,,D
 4 application,^,,,c,,,D
 4 flow-rate,^,,,c,,,D
 4 flow-rate2,^,,,c,,,D
 4 shutdown,^,,,c,,,D
 4 template,^,,,c,,,D
 5 dynamic-fields,^,,,c,,,D
 6 field,^,,,c,,,D
 6 shutdown,^,,,c,,,D
 5 field-selection,^,,,c,,,D
 3 direct-export,^,,,c,,,D
 4 collector,^,,,c,,,D
 5 address,^,,,c,,,D
 6 shutdown,^,,,c,,,D
 5 description,^,,,c,,,D
 4 vlan-id,^,,,c,,,D
 3 export-override,^,,,c,,,D
 4 prefix,^,,,c,,,D
 3 obfuscation,^,,,c,,,D
 4 aes-128-encryption,^,,,c,,,D
 4 aes-256-encryption,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 3 system-name,^,,,c,,,D
 3 tcp-performance,^,,,c,,,D
 4 app-group,^,,,c,,,D
 4 application,^,,,c,,,D
 4 flow-rate,^,,,c,,,D
 4 flow-rate2,^,,,c,,,D
 4 shutdown,^,,,c,,,D
 4 template,^,,,c,,,D
 5 dynamic-fields,^,,,c,,,D
 6 field,^,,,c,,,D
 6 shutdown,^,,,c,,,D
 5 field-selection,^,,,c,,,D
 3 template-retransmit,^,,,c,,,D
 3 volume,^,,,c,,,D
 4 rate,^,,,c,,,D
 4 shutdown,^,,,c,,,D
 4 template,^,,,c,,,D
 5 dynamic-fields,^,,,c,,,D
 6 field,^,,,c,,,D
 6 shutdown,^,,,c,,,D
 5 field-selection,^,,,c,,,D
 2 description,^,,,c,,,D
 2 dns-ip-cache,^,,,c,,,D
 3 description,^,,,c,,,D
 3 dns-match,^,,,c,,,D
 4 domain,^,,,c,,,D
 4 server-address,^,,,c,,,D
 3 ip-cache,^,,,c,,,D
 4 high-wmark,^,,,c,,,D
 4 low-wmark,^,,,c,,,D
 4 size,^,,,c,,,D
 4 static-address,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 2 event-log,^,,,c,,,D
 3 buffer-type,^,,,c,,,D
 3 max-entries,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 3 syslog,^,,,c,,,D
 4 address,^,,,c,,,D
 4 description,^,,,c,,,D
 4 facility,^,,,c,,,D
 4 port,^,,,c,,,D
 4 severity,^,,,c,,,D
 4 vlan-id,^,,,c,,,D
 2 gtp,^,,,c,,,D
 3 event-log,^,,,c,,,D
 3 gtp-filter,^,,,c,,,D
 4 description,^,,,c,,,D
 4 event-log,^,,,c,,,D
 4 gtp-in-gtp,^,,,c,,,D
 4 gtp-tunnel-database,^,,,c,,,D
 5 default-tunnel-endpoint-limit,^,,,c,,,D
 5 validate-gtp-tunnels,^,,,c,,,D
 5 validate-sequence-number,^,,,c,,,D
 5 validate-source-ip-addr,^,,,c,,,D
 4 imsi-apn-filter,^,,,c,,,D
 5 default-action,^,,,c,,,D
 5 entry,^,,,c,,,D
 6 action,^,,,c,,,D
 6 apn,^,,,c,,,D
 6 mcc-mnc-prefix,^,,,c,,,D
 6 src-gsn,^,,,c,,,D
 4 max-payload-length,^,,,c,,,D
 4 message-type,^,,,c,,,D
 5 default-action,^,,,c,,,D
 5 entry,^,,,c,,,D
 4 message-type-gtpv2,^,,,c,,,D
 5 default-action,^,,,c,,,D
 5 entry,^,,,c,,,D
 3 gtpc-inspection,^,,,c,,,D
 3 mode,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 2 http-enrich,^,,,c,,,D
 3 description,^,,,c,,,D
 3 field,^,,,c,,,D
 4 aes-initialization-vector,^,,,c,,,D
 4 anti-spoof,^,,,c,,,D
 4 calling-line-id,^,,,c,,,D
 4 encode,^,,,c,,,D
 4 md5-salt,^,,,c,,,D
 4 name,^,,,c,,,D
 4 static-string,^,,,c,,,D
 3 rat-enrichment,^,,,c,,,D
 4 rat-type,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 2 http-error-redirect,^,,,c,,,D
 3 description,^,,,c,,,D
 3 error-code,^,,,c,,,D
 3 http-host,^,,,c,,,D
 3 participant-id,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 3 template,^,,,c,,,D
 2 http-match-all-requests,^,,,c,,,D
 2 http-notification,^,,,c,,,D
 3 description,^,,,c,,,D
 3 interval,^,,,c,,,D
 3 script-url,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 3 template,^,,,c,,,D
 2 http-redirect,^,,,c,,,D
 3 captive-redirect,^,,,c,,,D
 4 vlan-id,^,,,c,,,D
 3 description,^,,,c,,,D
 3 redirect-https,^,,,c,,,D
 3 redirect-url,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 3 tcp-client-reset,^,,,c,,,D
 3 template,^,,,c,,,D
 2 http-x-online-host,^,,,c,,,D
 2 ip-identification-assist,^,,,c,,,D
 3 passive-dns,^,,,c,,,D
 4 monitor,^,,,c,,,D
 4 trusted-server,^,,,c,,,D
 5 comment,^,,,c,,,D
 3 positive-app-id,^,,,c,,,D
 4 enable,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 2 ip-identification-contribute,^,,,c,,,D
 2 ip-prefix-list,^,,,c,,,D
 3 description,^,,,c,,,D
 3 prefix,^,,,c,,,D
 2 policer,^,,,c,,,D
 3 action,^,,,c,,,D
 3 adaptation-rule,^,,,c,,,D
 3 cbs,^,,,c,,,D
 3 congestion-override,^,,,c,,,D
 4 cbs,^,,,c,,,D
 4 cir,^,,,c,,,D
 4 mbs,^,,,c,,,D
 4 pir,^,,,c,,,D
 3 congestion-override-stage2,^,,,c,,,D
 4 cbs,^,,,c,,,D
 4 cir,^,,,c,,,D
 4 mbs,^,,,c,,,D
 4 pir,^,,,c,,,D
 3 description,^,,,c,,,D
 3 flow-count,^,,,c,,,D
 3 gtp-traffic,^,,,c,,,D
 3 mbs,^,,,c,,,D
 3 rate,^,,,c,,,D
 3 rate-percentage,^,,,c,,,D
 3 rate-percentage-stage2,^,,,c,,,D
 3 tod-override,^,,,c,,,D
 4 cbs,^,,,c,,,D
 4 description,^,,,c,,,D
 4 flow-count,^,,,c,,,D
 4 mbs,^,,,c,,,D
 4 rate,^,,,c,,,D
 4 shutdown,^,,,c,,,D
 4 time-range,^,,,c,,,D
 2 policy,^,,,c,,,D
 3 abort,^,,,c,,,D
 3 app-filter,^,,,c,,,D
 4 entry,^,,,c,,,D
 5 application,^,,,c,,,D
 5 description,^,,,c,,,D
 5 expression,^,,,c,,,D
 5 flow-setup-direction,^,,,c,,,D
 5 http-match-all-requests,^,,,c,,,D
 5 http-port,^,,,c,,,D
 5 ip-identification-assist,^,,,c,,,D
 5 ip-protocol-num,^,,,c,,,D
 5 network-address,^,,,c,,,D
 5 protocol,^,,,c,,,D
 5 server-address,^,,,c,,,D
 5 server-port,^,,,c,,,D
 5 shutdown,^,,,c,,,D
 3 app-group,^,,,c,,,D
 4 charging-group,^,,,c,,,D
 4 description,^,,,c,,,D
 4 export-id,^,,,c,,,D
 3 app-profile,^,,,c,,,D
 4 aa-sub-distribute-traffic-by-ip,^,,,c,,,N
 4 aa-sub-suppressible,^,,,c,,,D
 4 capacity-cost,^,,,c,,,D
 4 characteristic,^,,,c,,,D
 4 description,^,,,c,,,D
 4 divert,^,,,c,,,D
 3 app-qos-policy,^,,,c,,,D
 4 entry,^,,,c,,,D
 5 action,^,,,c,,,D
 6 abandon-tcp-optimization,^,,,c,,,D
 6 bandwidth-policer,^,,,c,,,D
 6 dns-enrich,^,,,c,,,D
 6 dns-ip-cache,^,,,c,,,D
 6 drop,^,,,c,,,D
 6 error-drop,^,,,c,,,D
 6 flow-count-limit,^,,,c,,,D
 6 flow-rate-limit,^,,,c,,,D
 6 fragment-drop,^,,,c,,,D
 6 gtp-filter,^,,,c,,,D
 6 http-enrich,^,,,c,,,D
 6 http-error-redirect,^,,,c,,,D
 6 http-notification,^,,,c,,,D
 6 http-redirect,^,,,c,,,D
 6 mirror-source,^,,,c,,,D
 6 overload-drop,^,,,c,,,D
 6 remark,^,,,c,,,D
 7 dscp,^,,,c,,,D
 7 fc,^,,,c,,,D
 7 priority,^,,,c,,,D
 6 sctp-filter,^,,,c,,,D
 6 session-filter,^,,,c,,,D
 6 tcp-mss-adjust,^,,,c,,,D
 6 tcp-validate,^,,,c,,,D
 6 tls-enrich,^,,,c,,,D
 6 url-filter,^,,,c,,,D
 5 description,^,,,c,,,D
 5 match,^,,,c,,,D
 6 aa-sub,^,,,c,,,D
 6 aa-sub-tethering-state,^,,,c,,,D
 6 app-group,^,,,c,,,D
 6 application,^,,,c,,,D
 6 characteristic,^,,,c,,,D
 6 charging-group,^,,,c,,,D
 6 dscp,^,,,c,,,D
 6 dst-ip,^,,,c,,,D
 6 dst-port,^,,,c,,,D
 6 flow-attribute,^,,,c,,,D
 7 confidence,^,,,c,,,D
 6 ip-protocol-num,^,,,c,,,D
 6 src-ip,^,,,c,,,D
 6 src-port,^,,,c,,,D
 6 traffic-direction,^,,,c,,,D
 5 shutdown,^,,,c,,,D
 3 app-service-options,^,,,c,,,D
 4 characteristic,^,,,c,,,D
 5 default-value,^,,,c,,,D
 5 value,^,,,c,,,D
 3 application,^,,,c,,,D
 4 app-group,^,,,c,,,D
 4 charging-group,^,,,c,,,D
 4 description,^,,,c,,,D
 4 export-id,^,,,c,,,D
 3 begin,^,,,c,,,D
 3 charging-filter,^,,,c,,,D
 4 entry,^,,,c,,,D
 5 charging-group,^,,,c,,,D
 5 description,^,,,c,,,D
 5 match,^,,,c,,,D
 6 app-group,^,,,c,,,D
 6 application,^,,,c,,,D
 6 flow-attribute,^,,,c,,,D
 7 confidence,^,,,c,,,D
 6 tethered-flow,^,,,c,,,D
 5 shutdown,^,,,c,,,D
 3 charging-group,^,,,c,,,D
 4 description,^,,,c,,,D
 4 export-id,^,,,c,,,D
 4 notify-start-stop,^,,,c,,,D
 3 commit,^,,,c,,,D
 3 custom-protocol,^,,,c,,,D
 4 description,^,,,c,,,D
 4 expression,^,,,c,,,D
 4 shutdown,^,,,c,,,D
 3 default-charging-group,^,,,c,,,D
 3 default-tethered-charging-group,^,,,c,,,D
 2 policy-override,^,,,c,,,D
 3 policy,^,,,c,,,D
 4 characteristic,^,,,c,,,D
 2 port-list,^,,,c,,,D
 3 description,^,,,c,,,D
 3 port,^,,,c,,,D
 2 sctp-filter,^,,,c,,,D
 3 description,^,,,c,,,D
 3 event-log,^,,,c,,,D
 3 ppid,^,,,c,,,D
 4 default-action,^,,,c,,,D
 4 entry,^,,,c,,,D
 3 ppid-range,^,,,c,,,D
 2 session-filter,^,,,c,,,D
 3 default-action,^,,,c,,,D
 3 description,^,,,c,,,D
 3 entry,^,,,c,,,D
 4 action,^,,,c,,,D
 4 description,^,,,c,,,D
 4 match,^,,,c,,,D
 5 dst-ip,^,,,c,,,D
 5 dst-port,^,,,c,,,D
 5 ip-protocol-num,^,,,c,,,D
 5 src-ip,^,,,c,,,D
 5 src-port,^,,,c,,,D
 2 shallow-inspection,^,,,c,,,D
 2 statistics,^,,,c,,,D
 3 aa-admit-deny,^,,,c,,,D
 4 accounting-policy,^,,,c,,,D
 4 collect-stats,^,,,c,,,D
 4 gtp-filter-stats,^,,,c,,,D
 4 policer-stats,^,,,c,,,D
 4 policer-stats-resources,^,,,c,,,D
 4 sctp-filter-stats,^,,,c,,,D
 4 session-filter-stats,^,,,c,,,D
 4 tcp-validate-stats,^,,,c,,,D
 3 aa-partition,^,,,c,,,D
 4 accounting-policy,^,,,c,,,D
 4 collect-stats,^,,,c,,,D
 4 tethering-summary,^,,,c,,,D
 4 traffic-type,^,,,c,,,D
 3 aa-sub,^,,,c,,,D
 4 accounting-policy,^,,,c,,,D
 4 aggregate-stats,^,,,c,,,D
 4 app-group,^,,,c,,,D
 4 application,^,,,c,,,D
 4 charging-group,^,,,c,,,D
 4 collect-stats,^,,,c,,,D
 4 exclude-tcp-retrans,^,,,c,,,D
 4 max-throughput-stats,^,,,c,,,D
 4 protocol,^,,,c,,,D
 4 radius-accounting-policy,^,,,c,,,D
 4 usage-monitoring,^,,,c,,,D
 3 aa-sub-study,^,,,c,,,D
 4 aa-sub,^,,,c,,,D
 4 accounting-policy,^,,,c,,,D
 4 collect-stats,^,,,c,,,D
 3 app-group,^,,,c,,,D
 4 accounting-policy,^,,,c,,,D
 4 collect-stats,^,,,c,,,D
 3 application,^,,,c,,,D
 4 accounting-policy,^,,,c,,,D
 4 collect-stats,^,,,c,,,D
 3 protocol,^,,,c,,,D
 4 accounting-policy,^,,,c,,,D
 4 collect-stats,^,,,c,,,D
 4 shutdown,^,,,c,,,D
 3 threshold-crossing-alert,^,,,c,,,D
 4 error-drop,^,,,c,,,D
 5 high-wmark,^,,,c,,,D
 4 fragment-drop-all,^,,,c,,,D
 5 high-wmark,^,,,c,,,D
 4 fragment-drop-out-of-order,^,,,c,,,D
 5 high-wmark,^,,,c,,,D
 4 gtp-filter,^,,,c,,,D
 5 gtp-in-gtp,^,,,c,,,D
 6 high-wmark,^,,,c,,,D
 5 imsi-apn-filter,^,,,c,,,D
 6 default-action,^,,,c,,,D
 7 high-wmark,^,,,c,,,D
 6 entry,^,,,c,,,D
 7 high-wmark,^,,,c,,,D
 5 max-payload-length,^,,,c,,,D
 6 high-wmark,^,,,c,,,D
 5 message-type,^,,,c,,,D
 6 default-action,^,,,c,,,D
 7 high-wmark,^,,,c,,,D
 6 entry,^,,,c,,,D
 7 high-wmark,^,,,c,,,D
 6 header-sanity,^,,,c,,,D
 7 high-wmark,^,,,c,,,D
 5 message-type-gtpv2,^,,,c,,,D
 6 default-action,^,,,c,,,D
 7 high-wmark,^,,,c,,,D
 6 entry,^,,,c,,,D
 7 high-wmark,^,,,c,,,D
 5 missing-mandatory-ie,^,,,c,,,D
 6 high-wmark,^,,,c,,,D
 5 tunnel-endpoint-limit,^,,,c,,,D
 6 high-wmark,^,,,c,,,D
 5 tunnel-resource-limit,^,,,c,,,D
 6 high-wmark,^,,,c,,,D
 5 validate-gtp-tunnels,^,,,c,,,D
 6 high-wmark,^,,,c,,,D
 5 validate-sequence-number,^,,,c,,,D
 6 high-wmark,^,,,c,,,D
 5 validate-src-ip-addr,^,,,c,,,D
 6 high-wmark,^,,,c,,,D
 4 gtp-sanity-drop,^,,,c,,,D
 5 high-wmark,^,,,c,,,D
 4 overload-drop,^,,,c,,,D
 5 high-wmark,^,,,c,,,D
 4 policer,^,,,c,,,D
 5 high-wmark,^,,,c,,,D
 4 sctp-filter,^,,,c,,,D
 5 packet-sanity,^,,,c,,,D
 6 high-wmark,^,,,c,,,D
 5 ppid,^,,,c,,,D
 6 default-action,^,,,c,,,D
 7 high-wmark,^,,,c,,,D
 6 entry,^,,,c,,,D
 7 high-wmark,^,,,c,,,D
 5 ppid-range,^,,,c,,,D
 6 high-wmark,^,,,c,,,D
 4 session-filter,^,,,c,,,D
 5 default-action,^,,,c,,,D
 6 high-wmark,^,,,c,,,D
 5 entry,^,,,c,,,D
 6 high-wmark,^,,,c,,,D
 4 tcp-validate,^,,,c,,,D
 5 high-wmark,^,,,c,,,D
 2 tcp-optimizer,^,,,c,,,D
 3 dack-timeout,^,,,c,,,D
 3 description,^,,,c,,,D
 3 high-cpu-backoff,^,,,c,,,D
 3 init-cwnd-size,^,,,c,,,D
 3 init-ss-threshold,^,,,c,,,D
 3 network-rtt-threshold,^,,,c,,,D
 3 tcp-stack,^,,,c,,,D
 2 tcp-validate,^,,,c,,,D
 3 description,^,,,c,,,D
 3 event-log,^,,,c,,,D
 3 strict,^,,,c,,,D
 2 tethering-detection,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 3 single-device,^,,,c,,,D
 4 expected-ttl,^,,,c,,,D
 4 invert-match,^,,,c,,,D
 3 ttl-monitoring,^,,,c,,,D
 4 tcp-protocols,^,,,c,,,D
 4 udp-protocols,^,,,c,,,D
 2 transit-ip-policy,^,,,c,,,D
 3 def-app-profile,^,,,c,,,D
 3 description,^,,,c,,,D
 3 detect-seen-ip,^,,,c,,,D
 3 dhcp,^,,,c,,,D
 4 shutdown,^,,,c,,,D
 3 diameter,^,,,c,,,D
 4 application-policy,^,,,c,,,D
 4 shutdown,^,,,c,,,D
 3 ipv6-address-prefix-length,^,,,c,,,D
 3 radius,^,,,c,,,D
 4 authentication-policy,^,,,c,,,D
 4 seen-ip-radius-acct-policy,^,,,c,,,D
 4 shutdown,^,,,c,,,D
 3 static-aa-sub,^,,,c,,,D
 4 ip,^,,,c,,,D
 3 sub-ident-policy,^,,,c,,,D
 3 transit-auto-create,^,,,c,,,D
 4 inactivity-monitor,^,,,c,,,D
 4 shutdown,^,,,c,,,D
 2 transit-prefix-policy,^,,,c,,,D
 3 description,^,,,c,,,D
 3 entry,^,,,c,,,D
 4 aa-sub,^,,,c,,,D
 4 match,^,,,c,,,D
 5 aa-sub-ip,^,,,c,,,D
 5 network-ip,^,,,c,,,D
 3 static-aa-sub,^,,,c,,,D
 3 static-remote-aa-sub,^,,,c,,,D
 2 url-filter,^,,,c,,,D
 3 apply-function-specific-behavior,^,,,c,,,D
 3 default-action,^,,,c,,,D
 3 description,^,,,c,,,D
 3 http-redirect,^,,,c,,,D
 3 http-request-filtering,^,,,c,,,D
 3 icap,^,,,c,,,D
 4 custom-x-header,^,,,c,,,D
 4 default-action,^,,,c,,,D
 4 http-redirect,^,,,c,,,D
 4 server,^,,,c,,,D
 5 description,^,,,c,,,D
 5 shutdown,^,,,c,,,D
 4 vlan-id,^,,,c,,,D
 3 local-filtering,^,,,c,,,D
 4 allow-list,^,,,c,,,D
 4 deny-list,^,,,c,,,D
 5 default-action,^,,,c,,,D
 5 http-redirect,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 3 web-service,^,,,c,,,D
 4 classification-overrides,^,,,c,,,D
 5 entry,^,,,c,,,D
 4 classifier,^,,,c,,,D
 4 default-action,^,,,c,,,D
 4 default-profile,^,,,c,,,D
 4 dns-server,^,,,c,,,D
 4 fqdn,^,,,c,,,D
 4 http-redirect,^,,,c,,,D
 4 profile,^,,,c,,,D
 5 category,^,,,c,,,D
 5 description,^,,,c,,,D
 4 vlan-id,^,,,c,,,D
 2 url-list,^,,,c,,,D
 3 decrypt-key,^,,,c,,,D
 3 description,^,,,c,,,D
 3 expression-match,^,,,c,,,D
 3 file,^,,,c,,,D
 3 shutdown,^,,,c,,,D
 3 size,^,,,c,,,D
 2 wap1x,^,,,c,,,D
 3 shutdown,^,,,c,,,D
  http-enrich,^,,,c,,,D
 2 field,^,,,c,,,D
  http-error-redirect,^,,,c,,,D
 2 error-code,^,,,c,,,D
 2 template,^,,,c,,,D
  http-notification,^,,,c,,,D
 2 template,^,,,c,,,D
  http-redirect,^,,,c,,,D
 2 template,^,,,c,,,D
  packet-rate-high-wmark,^,,,c,,,D
  packet-rate-low-wmark,^,,,c,,,D
  protocol,^,,,c,,,D
 2 shutdown,^,,,c,,,D
  radius-accounting-policy,^,,,c,,,D
 2 description,^,,,c,,,D
 2 interim-update-interval,^,,,c,,,D
 2 radius-accounting-server,^,,,c,,,D
 3 access-algorithm,^,,,c,,,D
 3 retry,^,,,c,,,D
 3 router,^,,,c,,,D
 3 server,^,,,c,,,D
 3 source-address,^,,,c,,,D
 3 timeout,^,,,c,,,D
 2 significant-change,^,,,c,,,D
 bfd,^,,,c,,,A
  seamless-bfd,^,,,c,,,A
 2 reflector,^,,,c,,,A
 3 description,^,,,c,,,A
 3 discriminator,^,,,c,,,A
 3 local-state,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 bmp,^,,,c,,,A
  collector,^,,,c,,,e
 2 connection,^,,,c,,,e
 3 ipv4-address,^,,,c,,,e
 3 ipv6-address,^,,,c,,,e
 2 shutdown,^,,,c,,,e
  shutdown,^,,,c,,,A
  station,^,,,c,,,A
 2 connection,^,,,c,,,A
 3 connect-retry,^,,,c,,,A
 3 local-address,^,,,c,,,A
 3 router,^,,,c,,,A
 3 station-address,^,,,c,,,A
 3 tcp-keepalive,^,,,c,,,A
 4 keep-count,^,,,c,,,A
 4 keep-idle,^,,,c,,,A
 4 keep-interval,^,,,c,,,A
 4 shutdown,^,,,c,,,A
 2 description,^,,,c,,,A
 2 family,^,,,c,,,A
 2 initiation-message,^,,,c,,,A
 2 report-local-routes,^,,,c,,,A
 2 shutdown,^,,,c,,,A
 2 stats-report-interval,^,,,c,,,A
 call-trace,^,,,c,,,B
  buffering,^,,,c,,,B
  location,^,,,c,,,B
 2 disable,^,,,c,,,B
 2 size-limit,^,,,c,,,B
  max-files-number,^,,,c,,,B
  primary-cf,^,,,c,,,B
  trace-profile,^,,,c,,,B
 2 applications,^,,,c,,,B
 2 debug-output,^,,,c,,,B
 2 description,^,,,c,,,B
 2 events,^,,,c,,,B
 2 live-output,^,,,c,,,B
 2 size-limit,^,,,c,,,B
 2 time-limit,^,,,c,,,B
 card,^,,,c,,,A
  card-type,^,,,c,,,A
  event,^,,,c,,,
 2 action,^,,,c,,,
  fail-on-error,^,,,c,,,A
  filter-profile,^,,,c,,,z
  fp,^,,,c,,,A
 2 egress,^,,,c,,,C
 3 hs-fixed-high-thresh-delta,^,,,c,,,U
 3 hs-pool-policy,^,,,c,,,U
 3 wred-queue-control,^,,,c,,,C
 4 buffer-allocation,^,,,c,,,C
 4 resv-cbs,^,,,c,,,C
 4 shutdown,^,,,c,,,C
 4 slope-policy,^,,,c,,,C
 2 fp-resource-policy,^,,,c,,,J
 2 hi-bw-mcast-src,^,,,c,,,t
 2 ingress,^,,,c,,,A
 3 access,^,,,c,,,F
 4 queue-group,^,,,c,,,F
 5 accounting-policy,^,,,c,,,F
 5 collect-stats,^,,,c,,,F
 5 description,^,,,c,,,F
 5 policer-control-override,^,,,c,,,F
 6 max-rate,^,,,c,,,F
 6 priority-mbs-thresholds,^,,,c,,,F
 7 min-thresh-separation,^,,,c,,,F
 7 priority,^,,,c,,,F
 8 mbs-contribution,^,,,c,,,F
 5 policer-control-policy,^,,,c,,,F
 5 policer-override,^,,,c,,,F
 6 policer,^,,,c,,,F
 7 cbs,^,,,c,,,F
 7 mbs,^,,,c,,,F
 7 packet-byte-offset,^,,,c,,,F
 7 rate,^,,,c,,,F
 7 stat-mode,^,,,c,,,F
 3 dist-cpu-protection,^,,,c,,,A
 4 dynamic-enforcement-policer-pool,^,,,c,,,A
 3 mcast-path-management,^,,,c,,,O
 4 bandwidth-policy,^,,,c,,,O
 4 shutdown,^,,,c,,,O
 3 network,^,,,c,,,A
 4 pool,^,,,c,,,A
 5 amber-alarm-threshold,^,,,c,,,A
 5 monitor-pool-depth,^,,,c,,,C
 6 alarm-thresholds,^,,,c,,,C
 7 reserved-pool-in-use,^,,,c,,,C
 7 shared-pool-in-use,^,,,c,,,C
 7 total-pool-in-use,^,,,c,,,C
 6 enable,^,,,c,,,C
 5 red-alarm-threshold,^,,,c,,,A
 5 resv-cbs,^,,,c,,,A
 5 slope-policy,^,,,c,,,A
 4 queue-group,^,,,c,,,F
 5 accounting-policy,^,,,c,,,F
 5 collect-stats,^,,,c,,,F
 5 description,^,,,c,,,F
 5 policer-control-override,^,,,c,,,F
 6 max-rate,^,,,c,,,F
 6 priority-mbs-thresholds,^,,,c,,,F
 7 min-thresh-separation,^,,,c,,,F
 7 priority,^,,,c,,,F
 8 mbs-contribution,^,,,c,,,F
 5 policer-control-policy,^,,,c,,,F
 5 policer-override,^,,,c,,,F
 6 policer,^,,,c,,,F
 7 cbs,^,,,c,,,F
 7 mbs,^,,,c,,,F
 7 packet-byte-offset,^,,,c,,,F
 7 rate,^,,,c,,,F
 7 stat-mode,^,,,c,,,F
 4 queue-policy,^,,,c,,,A
 3 policy-accounting,^,,,c,,,J
 4 classes,^,,,c,,,J
 4 policers,^,,,c,,,J
 2 ingress-buffer-allocation,^,,,c,,,AB
 2 init-extract-prio-mode,^,,,c,,,A
 2 stable-pool-sizing,^,,,c,,,C
